,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,clusters,cluster
2061,250.0,1,1,1,365,2,dark purple
2062,55.0,7,2,1,172,0,pink
2063,65.0,3,18,1,142,0,pink
2064,29.0,3,15,1,88,0,pink
2065,160.0,2,0,1,88,0,pink
2066,43.0,2,85,1,69,0,pink
2067,90.0,2,27,1,0,0,pink
2068,58.0,1,2,1,0,0,pink
2069,49.0,2,5,1,310,2,dark purple
2070,84.0,2,0,1,0,0,pink
2071,45.0,30,30,1,0,0,pink
2072,55.0,1,48,1,0,0,pink
2073,92.0,2,6,5,365,2,dark purple
2074,250.0,1,0,1,179,2,dark purple
2075,39.0,2,0,2,89,0,pink
2076,100.0,3,28,1,169,0,pink
2077,72.0,2,0,1,0,0,pink
2078,45.0,55,0,5,267,2,dark purple
2079,30.0,30,10,1,83,0,pink
2080,108.0,2,0,1,0,0,pink
2081,120.0,2,0,1,0,0,pink
2082,80.0,1,12,1,1,0,pink
2083,50.0,2,33,1,0,0,pink
2084,120.0,2,1,1,357,2,dark purple
2085,85.0,3,8,1,83,0,pink
2086,75.0,1,327,3,351,2,dark purple
2087,250.0,10,4,1,13,0,pink
2088,131.0,2,8,1,0,0,pink
2089,250.0,2,4,1,160,2,dark purple
2090,45.0,7,1,1,61,0,pink
2091,66.0,2,4,1,0,0,pink
2092,49.0,2,52,1,235,2,dark purple
2093,79.0,1,264,1,291,2,dark purple
2094,73.0,2,7,1,0,0,pink
2095,450.0,1,15,1,0,0,pink
2096,71.0,2,35,1,0,0,pink
2097,158.0,2,0,1,0,0,pink
2098,60.0,2,2,1,0,0,pink
2099,30.0,2,109,1,0,0,pink
2100,50.0,1,13,1,0,0,pink
2101,100.0,1,2,2,179,0,pink
2102,119.0,2,82,2,0,0,pink
2103,88.0,2,4,1,0,0,pink
2104,108.0,2,0,1,0,0,pink
2105,79.0,1,17,2,86,0,pink
2106,40.0,1,19,2,179,0,pink
2107,90.0,3,5,1,0,0,pink
2108,300.0,2,6,1,89,0,pink
2109,75.0,10,3,2,24,0,pink
2110,42.0,7,48,1,75,0,pink
2111,33.0,2,14,3,0,0,pink
2112,35.0,1,45,1,0,0,pink
2113,55.0,3,47,1,0,0,pink
2114,50.0,50,4,3,263,2,dark purple
2115,300.0,70,22,3,365,2,dark purple
2116,114.0,2,7,1,0,0,pink
2117,181.0,2,28,2,0,0,pink
2118,89.0,2,59,1,51,0,pink
2119,200.0,3,6,1,317,2,dark purple
2120,150.0,3,9,4,84,0,pink
2121,893.0,1,21,1,89,2,dark purple
2122,55.0,30,2,4,90,0,pink
2123,143.0,2,4,1,0,0,pink
2124,96.0,2,7,1,0,0,pink
2125,66.0,25,22,1,0,0,pink
2126,40.0,60,1,1,15,0,pink
2127,37.0,1,96,1,236,2,dark purple
2128,99.0,2,44,1,0,0,pink
2129,89.0,2,48,1,306,2,dark purple
2130,82.0,1,98,3,8,0,pink
2131,120.0,2,0,1,0,0,pink
2132,165.0,2,2,5,344,2,dark purple
2133,165.0,2,0,5,343,2,dark purple
2134,37.0,2,12,1,12,0,pink
2135,142.0,1,57,21,314,2,dark purple
2136,62.0,2,0,2,337,2,dark purple
2137,50.0,30,20,2,120,0,pink
2138,130.0,5,1,1,0,0,pink
2139,40.0,3,23,1,32,0,pink
2140,35.0,4,82,1,138,0,pink
2141,47.0,1,18,1,0,0,pink
2142,43.0,2,8,2,56,0,pink
2143,132.0,2,0,1,0,0,pink
2144,45.0,1,30,1,360,2,dark purple
2145,132.0,1,51,21,77,0,pink
2146,150.0,2,0,10,18,0,pink
2147,360.0,2,0,10,18,0,pink
2148,48.0,2,6,3,0,0,pink
2149,60.0,2,0,10,19,0,pink
2150,70.0,2,0,10,33,0,pink
2151,150.0,2,0,10,19,0,pink
2152,89.0,3,6,3,179,0,pink
2153,50.0,4,12,1,33,0,pink
2154,60.0,1,1,3,359,2,dark purple
2155,112.0,1,655,3,342,2,dark purple
2156,59.0,20,17,1,0,0,pink
2157,99.0,1,11,1,73,0,pink
2158,57.0,90,2,1,274,2,dark purple
2159,90.0,2,0,1,0,0,pink
2160,132.0,2,0,1,0,0,pink
2161,81.0,3,124,1,72,0,pink
2162,20.0,3,2,1,38,0,pink
2163,98.0,39,0,1,90,0,pink
2164,92.0,3,21,1,40,0,pink
2165,67.0,1,98,1,94,0,pink
2166,116.0,1,240,4,363,2,dark purple
2167,35.0,5,1,1,0,0,pink
2168,90.0,2,0,1,0,0,pink
2169,84.0,2,0,1,0,0,pink
2170,100.0,4,4,1,0,0,pink
2171,76.0,1,35,1,3,0,pink
2172,125.0,3,17,1,0,0,pink
2173,102.0,2,9,1,0,0,pink
2174,92.0,25,9,33,1,0,pink
2175,65.0,3,5,1,0,0,pink
2176,120.0,5,3,1,0,0,pink
2177,108.0,2,4,1,0,0,pink
2178,156.0,2,0,1,0,0,pink
2179,100.0,2,0,1,0,0,pink
2180,82.0,5,3,1,0,0,pink
2181,72.0,2,0,1,0,0,pink
2182,120.0,4,3,1,159,0,pink
2183,27.0,1,36,1,0,0,pink
2184,106.0,1,34,4,358,2,dark purple
2185,116.0,1,33,4,364,2,dark purple
2186,75.0,3,33,2,0,0,pink
2187,48.0,4,12,1,0,0,pink
2188,35.0,3,8,2,0,0,pink
2189,150.0,2,9,1,0,0,pink
2190,228.0,2,0,1,0,0,pink
2191,120.0,2,8,1,0,0,pink
2192,61.0,1,53,1,81,0,pink
2193,75.0,1,47,1,80,0,pink
2194,150.0,2,1,1,0,0,pink
2195,80.0,5,5,1,0,0,pink
2196,24.0,1,8,3,0,0,pink
2197,43.0,1,37,1,89,0,pink
2198,250.0,3,5,3,8,0,pink
2199,55.0,2,2,1,52,0,pink
2200,75.0,2,25,1,18,0,pink
2201,75.0,1,2,1,88,0,pink
2202,125.0,4,11,2,250,2,dark purple
2203,35.0,3,7,2,0,0,pink
2204,80.0,1,8,1,0,0,pink
2205,108.0,2,6,1,7,0,pink
2206,84.0,2,0,1,0,0,pink
2207,60.0,1,58,1,97,0,pink
2208,144.0,2,0,1,0,0,pink
2209,120.0,2,0,1,0,0,pink
2210,114.0,2,13,1,36,0,pink
2211,98.0,2,17,2,65,0,pink
2212,55.0,1,23,1,0,0,pink
2213,41.0,1,36,2,80,0,pink
2214,75.0,2,7,1,0,0,pink
2215,72.0,2,0,1,0,0,pink
2216,145.0,3,20,1,353,2,dark purple
2217,72.0,185,0,1,365,2,dark purple
2218,25.0,1,10,1,0,0,pink
2219,56.0,1,88,1,348,2,dark purple
2220,75.0,2,4,1,56,0,pink
2221,130.0,1,0,1,364,2,dark purple
2222,65.0,2,7,2,58,0,pink
2223,95.0,2,17,1,0,0,pink
2224,96.0,2,0,1,0,0,pink
2225,131.0,2,0,1,0,0,pink
2226,114.0,2,0,1,0,0,pink
2227,190.0,1,73,4,266,2,dark purple
2228,139.0,1,1,4,309,2,dark purple
2229,44.0,1,110,1,67,0,pink
2230,30.0,7,61,1,0,0,pink
2231,75.0,1,3,1,180,0,pink
2232,103.0,2,43,1,344,2,dark purple
2233,90.0,1,287,6,332,2,dark purple
2234,105.0,10,0,1,363,2,dark purple
2235,85.0,4,8,1,5,0,pink
2236,82.0,7,3,6,272,2,dark purple
2237,111.0,1,83,6,333,2,dark purple
2238,95.0,7,3,6,220,2,dark purple
2239,160.0,1,0,6,333,2,dark purple
2240,134.0,7,0,6,271,2,dark purple
2241,120.0,2,0,1,0,0,pink
2242,96.0,2,4,2,0,0,pink
2243,232.0,2,0,1,89,0,pink
2244,59.0,2,7,2,60,0,pink
2245,55.0,2,6,2,176,0,pink
2246,30.0,1,9,1,5,0,pink
2247,69.0,14,0,1,224,2,dark purple
2248,30.0,4,69,1,9,0,pink
2249,280.0,2,26,4,0,0,pink
2250,89.0,120,0,3,0,0,pink
2251,70.0,1,10,1,0,0,pink
2252,300.0,1,26,1,269,2,dark purple
2253,78.0,2,4,1,0,0,pink
2254,78.0,2,5,1,82,0,pink
2255,135.0,2,14,1,0,0,pink
2256,30.0,3,0,1,0,0,pink
2257,64.0,25,40,33,0,0,pink
2258,64.0,25,19,33,0,0,pink
2259,92.0,25,12,33,0,0,pink
2260,999.0,5,0,1,365,2,dark purple
2261,192.0,2,0,1,0,0,pink
2262,120.0,2,0,1,0,0,pink
2263,800.0,3,13,7,0,0,pink
2264,60.0,1,5,1,364,2,dark purple
2265,7749.0,2,3,1,0,1,purple
2266,121.0,1,3,1,9,0,pink
2267,18.0,30,28,1,2,0,pink
2268,143.0,2,5,1,0,0,pink
2269,100.0,3,0,3,28,0,pink
2270,96.0,2,0,1,0,0,pink
2271,95.0,1,20,1,324,2,dark purple
2272,191.0,2,2,1,361,2,dark purple
2273,60.0,1,4,1,179,0,pink
2274,110.0,1,2,2,90,0,pink
2275,110.0,1,7,1,364,2,dark purple
2276,189.0,2,23,1,312,2,dark purple
2277,30.0,2,69,1,23,0,pink
2278,160.0,1,1,1,363,2,dark purple
2279,192.0,2,0,1,0,0,pink
2280,800.0,3,3,7,38,0,pink
2281,138.0,2,6,1,0,0,pink
2282,59.0,5,0,1,40,0,pink
2283,55.0,60,0,3,358,2,dark purple
2284,55.0,1,1,1,0,0,pink
2285,114.0,2,0,1,0,0,pink
2286,50.0,2,37,2,144,0,pink
2287,132.0,2,13,1,0,0,pink
2288,42.0,1,18,1,0,0,pink
2289,125.0,2,3,1,73,0,pink
2290,39.0,15,13,1,23,0,pink
2291,49.0,2,0,2,0,0,pink
2292,33.0,14,36,1,0,0,pink
2293,50.0,3,0,1,0,0,pink
2294,78.0,2,9,1,0,0,pink
2295,49.0,4,0,1,52,0,pink
2296,82.0,2,23,2,0,0,pink
2297,70.0,1,6,1,0,0,pink
2298,95.0,1,1,1,87,0,pink
2299,110.0,60,0,1,173,0,pink
2300,32.0,6,1,1,126,0,pink
2301,40.0,2,25,1,171,0,pink
2302,552.0,1,0,5,308,2,dark purple
2303,449.0,1,25,1,250,2,dark purple
2304,72.0,2,63,1,0,0,pink
2305,114.0,3,2,1,180,0,pink
2306,35.0,3,7,8,1,0,pink
2307,32.0,3,3,2,0,0,pink
2308,100.0,2,2,2,89,0,pink
2309,40.0,3,8,2,0,0,pink
2310,167.0,2,1,1,0,0,pink
2311,50.0,2,21,1,22,0,pink
2312,126.0,2,10,1,0,0,pink
2313,50.0,2,13,1,57,0,pink
2314,74.0,4,2,6,280,2,dark purple
2315,84.0,2,12,1,0,0,pink
2316,65.0,2,3,1,0,0,pink
2317,40.0,14,26,1,0,0,pink
2318,200.0,3,6,7,0,0,pink
2319,800.0,3,8,7,0,0,pink
2320,60.0,2,7,1,41,0,pink
2321,64.0,7,0,6,282,2,dark purple
2322,74.0,1,8,6,259,2,dark purple
2323,54.0,15,2,6,282,2,dark purple
2324,44.0,30,1,6,282,2,dark purple
2325,39.0,3,35,1,0,0,pink
2326,92.0,25,2,33,0,0,pink
2327,35.0,1,0,1,173,0,pink
2328,250.0,7,0,1,365,2,dark purple
2329,46.0,1,14,1,0,0,pink
2330,32.0,22,3,1,82,0,pink
2331,47.0,21,2,1,100,0,pink
2332,85.0,21,14,1,0,0,pink
2333,60.0,1,5,1,0,0,pink
2334,90.0,3,1,1,90,0,pink
2335,64.0,25,13,33,0,0,pink
2336,79.0,2,31,1,173,0,pink
2337,300.0,14,7,3,90,0,pink
2338,320.0,6,3,1,90,0,pink
2339,108.0,2,17,1,0,0,pink
2340,84.0,2,2,1,0,0,pink
2341,70.0,7,1,1,51,0,pink
2342,45.0,31,7,1,0,0,pink
2343,62.0,5,11,3,360,2,dark purple
2344,59.0,1,10,5,84,0,pink
2345,300.0,5,7,1,86,0,pink
2346,70.0,2,2,1,90,0,pink
2347,27.0,95,7,1,0,0,pink
2348,78.0,1,7,5,146,0,pink
2349,81.0,1,6,5,155,0,pink
2350,111.0,1,5,5,117,0,pink
2351,141.0,1,1,5,159,0,pink
2352,55.0,1,5,1,364,2,dark purple
2353,325.0,2,2,2,267,2,dark purple
2354,92.0,7,8,1,89,0,pink
2355,215.0,4,2,1,141,0,pink
2356,70.0,1,58,2,163,0,pink
2357,98.0,5,24,1,263,2,dark purple
2358,85.0,60,15,1,85,0,pink
2359,145.0,7,41,2,21,0,pink
2360,90.0,2,10,1,0,0,pink
2361,120.0,2,14,1,0,0,pink
2362,41.0,14,8,1,0,0,pink
2363,60.0,2,1,1,0,0,pink
2364,48.0,2,13,1,83,0,pink
2365,35.0,1,28,8,343,2,dark purple
2366,90.0,2,13,1,0,0,pink
2367,51.0,2,33,1,87,0,pink
2368,72.0,2,11,1,0,0,pink
2369,226.0,1,3,7,129,0,pink
2370,55.0,30,2,1,100,0,pink
2371,116.0,2,4,1,0,0,pink
2372,50.0,2,1,1,179,0,pink
2373,200.0,5,0,1,168,2,dark purple
2374,120.0,13,4,1,357,2,dark purple
2375,106.0,2,67,1,84,0,pink
2376,65.0,5,9,1,55,0,pink
2377,119.0,1,2,3,306,2,dark purple
2378,51.0,2,64,1,2,0,pink
2379,199.0,2,1,1,89,0,pink
2380,68.0,3,9,2,0,0,pink
2381,55.0,15,1,2,364,2,dark purple
2382,250.0,1,2,3,0,0,pink
2383,43.0,90,4,2,145,0,pink
2384,131.0,2,23,1,2,0,pink
2385,144.0,2,4,1,0,0,pink
2386,80.0,3,24,1,4,0,pink
2387,70.0,30,10,1,82,0,pink
2388,96.0,2,9,1,0,0,pink
2389,57.0,3,7,1,0,0,pink
2390,65.0,3,2,1,0,0,pink
2391,64.0,15,3,6,274,2,dark purple
2392,107.0,2,19,1,0,0,pink
2393,150.0,4,0,3,88,0,pink
2394,150.0,4,0,3,88,0,pink
2395,49.0,6,1,8,364,2,dark purple
2396,210.0,4,1,3,88,0,pink
2397,240.0,1,0,1,365,2,dark purple
2398,85.0,2,3,1,142,0,pink
2399,96.0,2,4,1,0,0,pink
2400,78.0,5,53,1,27,0,pink
2401,126.0,2,0,1,0,0,pink
2402,140.0,22,3,1,0,0,pink
2403,500.0,5,1,1,365,2,dark purple
2404,40.0,14,1,1,0,0,pink
2405,80.0,5,1,1,0,0,pink
2406,100.0,1,1,1,365,2,dark purple
2407,44.0,1,34,1,89,0,pink
2408,69.0,7,2,1,0,0,pink
2409,120.0,2,3,1,0,0,pink
2410,65.0,2,9,1,0,0,pink
2411,44.0,30,8,18,350,2,dark purple
2412,78.0,2,2,1,0,0,pink
2413,85.0,2,2,1,0,0,pink
2414,90.0,2,1,1,0,0,pink
2415,45.0,1,7,2,139,0,pink
2416,260.0,4,25,4,125,0,pink
2417,856.0,4,1,1,364,2,dark purple
2418,400.0,1,0,1,0,0,pink
2419,120.0,2,12,1,0,0,pink
2420,150.0,5,46,3,133,0,pink
2421,60.0,5,48,1,0,0,pink
2422,193.0,1,0,7,126,0,pink
2423,156.0,2,0,1,0,0,pink
2424,141.0,1,26,2,179,2,dark purple
2425,39.0,4,8,1,0,0,pink
2426,64.0,25,10,33,0,0,pink
2427,119.0,2,14,1,0,0,pink
2428,69.0,1,3,1,88,0,pink
2429,245.0,1,0,7,129,0,pink
2430,277.0,1,0,7,129,0,pink
2431,277.0,1,2,7,129,0,pink
2432,178.0,1,1,7,129,0,pink
2433,194.0,1,3,7,18,0,pink
2434,206.0,5,68,2,126,0,pink
2435,111.0,1,4,3,179,0,pink
2436,108.0,2,11,1,0,0,pink
2437,117.0,5,74,2,144,0,pink
2438,240.0,5,0,1,0,0,pink
2439,85.0,1,1,1,89,0,pink
2440,119.0,2,1,1,0,0,pink
2441,153.0,33,22,2,32,0,pink
2442,89.0,2,1,1,172,0,pink
2443,42.0,7,10,1,0,0,pink
2444,110.0,3,1,1,87,0,pink
2445,64.0,25,26,33,0,0,pink
2446,250.0,1,5,1,89,0,pink
2447,80.0,2,2,2,0,0,pink
2448,140.0,6,0,1,90,0,pink
2449,93.0,7,36,1,0,0,pink
2450,80.0,5,2,1,35,0,pink
2451,171.0,30,1,26,90,0,pink
2452,60.0,3,0,1,0,0,pink
2453,35.0,2,63,2,92,0,pink
2454,92.0,3,19,1,343,2,dark purple
2455,170.0,30,0,3,90,0,pink
2456,102.0,2,1,1,0,0,pink
2457,90.0,14,1,1,83,0,pink
2458,66.0,2,5,1,0,0,pink
2459,132.0,2,0,1,0,0,pink
2460,29.0,2,52,1,26,0,pink
2461,25.0,1,7,4,0,0,pink
2462,28.0,1,3,4,9,0,pink
2463,129.0,1,0,1,90,0,pink
2464,137.0,2,29,2,49,0,pink
2465,55.0,1,27,1,59,0,pink
2466,50.0,21,3,1,0,0,pink
2467,65.0,1,29,2,0,0,pink
2468,170.0,30,0,3,180,2,dark purple
2469,55.0,1,29,1,270,2,dark purple
2470,36.0,1,10,1,0,0,pink
2471,120.0,2,4,1,71,0,pink
2472,80.0,1,2,1,0,0,pink
2473,114.0,2,0,1,0,0,pink
2474,60.0,2,7,1,0,0,pink
2475,85.0,3,0,1,38,0,pink
2476,59.0,2,100,1,183,0,pink
2477,80.0,2,2,1,0,0,pink
2478,41.0,1,9,1,364,2,dark purple
2479,108.0,2,0,1,0,0,pink
2480,173.0,2,2,10,364,2,dark purple
2481,173.0,2,0,10,364,2,dark purple
2482,185.0,1,0,3,179,2,dark purple
2483,50.0,2,18,1,171,0,pink
2484,50.0,3,11,2,121,0,pink
2485,150.0,1,11,2,93,0,pink
2486,43.0,2,36,1,146,0,pink
2487,38.0,1,5,2,299,2,dark purple
2488,50.0,3,28,1,0,0,pink
2489,148.0,1,0,1,364,2,dark purple
2490,108.0,2,1,1,0,0,pink
2491,143.0,2,4,1,0,0,pink
2492,59.0,3,54,1,51,0,pink
2493,120.0,2,1,1,0,0,pink
2494,194.0,2,12,2,13,0,pink
2495,120.0,1,0,1,83,0,pink
2496,40.0,2,17,1,1,0,pink
2497,75.0,23,7,1,179,0,pink
2498,85.0,2,10,1,172,0,pink
2499,300.0,1,2,1,90,0,pink
2500,189.0,1,0,1,89,0,pink
2501,85.0,5,7,1,0,0,pink
2502,173.0,2,2,10,364,2,dark purple
2503,32.0,14,2,1,0,0,pink
2504,82.0,2,0,1,73,0,pink
2505,90.0,1,9,1,364,2,dark purple
2506,198.0,4,0,1,17,0,pink
2507,72.0,2,19,1,0,0,pink
2508,96.0,2,18,1,0,0,pink
2509,59.0,2,36,1,89,0,pink
2510,100.0,4,0,1,173,0,pink
2511,77.0,1,27,1,178,0,pink
2512,72.0,2,0,1,0,0,pink
2513,99.0,90,14,2,176,0,pink
2514,250.0,5,4,1,268,2,dark purple
2515,64.0,25,16,33,0,0,pink
2516,120.0,63,4,2,267,2,dark purple
2517,64.0,25,2,33,5,0,pink
2518,220.0,1,14,1,0,0,pink
2519,84.0,2,1,1,0,0,pink
2520,367.0,1,60,1,305,2,dark purple
2521,99.0,1,93,4,80,0,pink
2522,120.0,1,44,8,354,2,dark purple
2523,173.0,2,1,10,364,2,dark purple
2524,175.0,3,2,1,87,0,pink
2525,124.0,1,0,7,356,2,dark purple
2526,71.0,2,17,1,0,0,pink
2527,150.0,4,7,1,151,0,pink
2528,88.0,1,73,4,75,0,pink
2529,117.0,2,19,1,147,0,pink
2530,49.0,2,12,1,141,0,pink
2531,72.0,2,6,1,0,0,pink
2532,108.0,2,5,1,0,0,pink
2533,160.0,2,0,1,0,0,pink
2534,40.0,2,2,2,0,0,pink
2535,150.0,3,11,1,266,2,dark purple
2536,89.0,1,3,1,89,0,pink
2537,79.0,10,0,2,0,0,pink
2538,66.0,5,4,2,365,2,dark purple
2539,132.0,2,0,1,0,0,pink
2540,185.0,2,0,1,365,2,dark purple
2541,32.0,1,69,1,110,0,pink
2542,26.0,1,54,1,61,0,pink
2543,100.0,2,56,1,160,0,pink
2544,173.0,2,1,10,364,2,dark purple
2545,115.0,1,14,1,364,2,dark purple
2546,75.0,3,2,1,0,0,pink
2547,49.0,2,1,2,51,0,pink
2548,80.0,1,16,1,280,2,dark purple
2549,55.0,15,3,1,87,0,pink
2550,90.0,2,6,1,90,0,pink
2551,60.0,1,15,1,88,0,pink
2552,98.0,7,0,1,173,0,pink
2553,91.0,1,79,4,83,0,pink
2554,110.0,1,4,7,354,2,dark purple
2555,137.0,2,0,7,356,2,dark purple
2556,75.0,1,4,1,89,0,pink
2557,112.0,4,2,1,0,0,pink
2558,70.0,3,0,1,17,0,pink
2559,95.0,14,7,1,0,0,pink
2560,96.0,2,11,1,0,0,pink
2561,35.0,5,20,1,0,0,pink
2562,90.0,3,5,1,82,0,pink
2563,70.0,1,52,4,0,0,pink
2564,144.0,2,0,1,0,0,pink
2565,65.0,2,7,1,0,0,pink
2566,60.0,2,8,1,0,0,pink
2567,120.0,2,27,2,84,0,pink
2568,85.0,8,20,1,52,0,pink
2569,108.0,2,1,1,0,0,pink
2570,70.0,2,14,1,363,2,dark purple
2571,49.0,2,2,2,23,0,pink
2572,90.0,6,11,1,0,0,pink
2573,40.0,2,0,1,0,0,pink
2574,100.0,2,1,1,0,0,pink
2575,162.0,1,1,2,285,2,dark purple
2576,109.0,1,2,2,289,2,dark purple
2577,40.0,1,19,3,88,0,pink
2578,100.0,5,2,1,0,0,pink
2579,44.0,1,1,3,89,0,pink
2580,78.0,2,3,1,0,0,pink
2581,85.0,3,0,1,90,0,pink
2582,92.0,25,1,33,0,0,pink
2583,64.0,25,20,33,0,0,pink
2584,90.0,4,0,3,267,2,dark purple
2585,60.0,2,3,1,0,0,pink
2586,64.0,25,8,33,0,0,pink
2587,18.0,10,2,1,103,0,pink
2588,70.0,1,1,2,89,0,pink
2589,200.0,3,1,1,0,0,pink
2590,119.0,3,0,4,177,0,pink
2591,39.0,5,1,4,93,0,pink
2592,84.0,2,10,1,0,0,pink
2593,547.0,1,0,5,311,2,dark purple
2594,573.0,1,0,5,307,2,dark purple
2595,536.0,1,0,5,302,2,dark purple
2596,527.0,1,0,5,279,2,dark purple
2597,90.0,2,1,1,0,0,pink
2598,75.0,5,0,1,173,0,pink
2599,400.0,1,0,1,178,2,dark purple
2600,79.0,5,15,1,179,0,pink
2601,46.0,1,12,1,364,2,dark purple
2602,48.0,1,19,1,163,0,pink
2603,125.0,1,20,1,365,2,dark purple
2604,109.0,2,1,1,0,0,pink
2605,120.0,2,0,1,0,0,pink
2606,45.0,2,17,1,1,0,pink
2607,64.0,25,6,33,0,0,pink
2608,39.0,1,102,1,75,0,pink
2609,300.0,2,1,1,208,2,dark purple
2610,35.0,14,0,1,121,0,pink
2611,85.0,2,15,1,89,0,pink
2612,102.0,2,3,1,0,0,pink
2613,90.0,2,2,1,363,2,dark purple
2614,102.0,2,4,1,0,0,pink
2615,30.0,2,9,1,72,0,pink
2616,96.0,2,8,1,0,0,pink
2617,92.0,25,2,33,0,0,pink
2618,280.0,2,0,1,179,2,dark purple
2619,62.0,3,6,3,179,0,pink
2620,103.0,2,0,5,349,2,dark purple
2621,68.0,3,19,1,0,0,pink
2622,600.0,100,1,1,178,2,dark purple
2623,80.0,1,2,1,356,2,dark purple
2624,200.0,2,62,2,139,0,pink
2625,55.0,3,3,1,0,0,pink
2626,120.0,2,0,1,0,0,pink
2627,192.0,2,0,1,0,0,pink
2628,2000.0,1,1,1,180,2,dark purple
2629,40.0,2,2,1,0,0,pink
2630,80.0,7,7,4,3,0,pink
2631,84.0,2,10,1,0,0,pink
2632,213.0,2,0,1,0,0,pink
2633,64.0,25,10,33,0,0,pink
2634,210.0,1,0,1,363,2,dark purple
2635,70.0,1,1,3,179,0,pink
2636,34.0,1,14,3,88,0,pink
2637,240.0,2,2,1,0,0,pink
2638,50.0,2,7,1,82,0,pink
2639,40.0,4,8,1,0,0,pink
2640,51.0,2,1,1,89,0,pink
2641,85.0,3,15,1,0,0,pink
2642,125.0,1,0,1,364,2,dark purple
2643,84.0,1,2,5,280,2,dark purple
2644,89.0,1,2,5,300,2,dark purple
2645,98.0,1,23,5,300,2,dark purple
2646,108.0,1,4,5,290,2,dark purple
2647,108.0,1,0,5,282,2,dark purple
2648,173.0,2,1,10,364,2,dark purple
2649,79.0,1,9,4,311,2,dark purple
2650,173.0,2,0,10,364,2,dark purple
2651,84.0,1,2,4,317,2,dark purple
2652,93.0,1,8,4,317,2,dark purple
2653,112.0,1,6,4,290,2,dark purple
2654,173.0,2,2,10,361,2,dark purple
2655,173.0,2,4,10,364,2,dark purple
2656,130.0,2,2,1,194,2,dark purple
2657,120.0,2,2,1,261,2,dark purple
2658,449.0,1,17,1,13,0,pink
2659,180.0,1,1,1,90,0,pink
2660,40.0,1,20,3,68,0,pink
2661,198.0,2,7,1,0,0,pink
2662,89.0,1,22,3,0,0,pink
2663,110.0,2,3,2,129,0,pink
2664,65.0,1,0,1,89,0,pink
2665,79.0,1,2,1,364,2,dark purple
2666,150.0,7,2,1,312,2,dark purple
2667,24.0,10,12,2,213,2,dark purple
2668,50.0,3,25,4,84,0,pink
2669,89.0,5,1,1,23,0,pink
2670,109.0,2,1,8,180,0,pink
2671,109.0,1,0,8,180,0,pink
2672,109.0,2,3,8,180,0,pink
2673,109.0,2,1,8,180,0,pink
2674,99.0,2,2,8,180,0,pink
2675,109.0,2,2,8,180,0,pink
2676,45.0,3,77,5,76,0,pink
2677,119.0,2,1,1,363,2,dark purple
2678,66.0,3,9,1,23,0,pink
2679,74.0,7,3,1,0,0,pink
2680,60.0,3,1,1,0,0,pink
2681,35.0,7,2,1,116,0,pink
2682,55.0,21,4,1,35,0,pink
2683,173.0,25,8,33,0,0,pink
2684,92.0,25,25,33,1,0,pink
2685,64.0,25,30,33,0,0,pink
2686,92.0,25,6,33,0,0,pink
2687,70.0,2,27,1,310,2,dark purple
2688,80.0,3,6,1,26,0,pink
2689,85.0,2,20,1,41,0,pink
2690,120.0,2,4,1,0,0,pink
2691,200.0,1,6,1,90,0,pink
2692,96.0,2,0,1,0,0,pink
2693,350.0,2,46,1,246,2,dark purple
2694,149.0,2,8,2,0,0,pink
2695,260.0,3,6,1,54,0,pink
2696,98.0,2,9,1,68,0,pink
2697,250.0,3,0,1,0,0,pink
2698,120.0,2,0,1,0,0,pink
2699,85.0,2,2,1,0,0,pink
2700,220.0,1,2,1,52,0,pink
2701,50.0,14,0,1,29,0,pink
2702,90.0,2,7,1,0,0,pink
2703,87.0,1,27,1,23,0,pink
2704,60.0,1,23,2,0,0,pink
2705,60.0,1,7,1,172,0,pink
2706,120.0,1,3,1,2,0,pink
2707,500.0,1,0,1,179,2,dark purple
2708,70.0,1,1,1,8,0,pink
2709,129.0,1,11,21,86,0,pink
2710,60.0,2,39,1,2,0,pink
2711,124.0,3,37,1,268,2,dark purple
2712,126.0,2,6,1,0,0,pink
2713,50.0,2,11,1,0,0,pink
2714,50.0,3,2,4,173,0,pink
2715,150.0,3,2,4,179,2,dark purple
2716,265.0,3,4,2,0,0,pink
2717,225.0,2,2,1,173,2,dark purple
2718,130.0,2,2,1,364,2,dark purple
2719,61.0,1,3,1,69,0,pink
2720,99.0,1,3,2,179,0,pink
2721,108.0,5,0,1,58,0,pink
2722,35.0,1,47,1,0,0,pink
2723,180.0,4,7,1,75,0,pink
2724,95.0,7,6,1,33,0,pink
2725,78.0,2,0,1,0,0,pink
2726,150.0,2,0,1,364,2,dark purple
2727,70.0,1,3,2,180,0,pink
2728,551.0,2,27,1,257,2,dark purple
2729,80.0,3,36,1,0,0,pink
2730,85.0,3,0,3,177,0,pink
2731,69.0,1,13,1,261,2,dark purple
2732,100.0,3,15,1,81,0,pink
2733,95.0,2,2,1,90,0,pink
2734,74.0,3,11,2,2,0,pink
2735,196.0,7,6,1,90,0,pink
2736,113.0,3,1,1,18,0,pink
2737,69.0,1,1,4,152,0,pink
2738,27.0,60,2,1,5,0,pink
2739,250.0,1,16,4,346,2,dark purple
2740,85.0,14,0,1,364,2,dark purple
2741,70.0,14,0,1,62,0,pink
2742,109.0,2,3,1,172,0,pink
